day;month;year;hour;weekday;holiday;temp;rain_1h;snow_1h;clouds_all;weather_main;traffic_volume
7;10;2012;9;1;0;275.55;0;0;75;Clouds;4568
7;10;2012;10;1;0;276.24;0;0;75;Clouds;4624
7;10;2012;11;1;0;277.01;0;0;90;Clouds;4529
7;10;2012;12;1;0;277.43;0;0;90;Clouds;5139
7;10;2012;13;1;0;278.45;0;0;90;Clouds;6640
7;10;2012;14;1;0;279.27;0;0;90;Clouds;6589
7;10;2012;15;1;0;279.27;0;0;90;Clouds;4429
7;10;2012;16;1;0;279.44;0;0;90;Clouds;4329
7;10;2012;17;1;0;279.32;0;0;90;Clouds;3833
7;10;2012;18;1;0;279.27;0;0;90;Clouds;4015
7;10;2012;19;1;0;278.11;0;0;90;Clouds;3382
7;10;2012;20;1;0;276.79;0;0;75;Clouds;2815
7;10;2012;21;1;0;275.73;0;0;90;Clouds;2110
7;10;2012;22;1;0;274.88;0;0;75;Clouds;1555
7;10;2012;23;1;0;273.92;0;0;20;Clouds;959
8;10;2012;0;2;1;273.08;0;0;20;Clouds;455
8;10;2012;1;2;0;272.62;0;0;20;Clouds;336
8;10;2012;2;2;0;271.78;0;0;1;Clear;265
8;10;2012;3;2;0;271.05;0;0;1;Clear;314
8;10;2012;4;2;0;270.63;0;0;1;Clear;779
8;10;2012;5;2;0;270.33;0;0;1;Clear;2571
8;10;2012;6;2;0;269.61;0;0;20;Clouds;5563
8;10;2012;7;2;0;270.01;0;0;20;Clouds;6676
8;10;2012;8;2;0;271.23;0;0;20;Clouds;5966
8;10;2012;9;2;0;273.71;0;0;20;Clouds;4832
8;10;2012;10;2;0;276.77;0;0;20;Clouds;4395
8;10;2012;11;2;0;279.47;0;0;20;Clouds;4411
8;10;2012;12;2;0;279.84;0;0;1;Clear;4648
8;10;2012;13;2;0;282.34;0;0;40;Clouds;4602
8;10;2012;14;2;0;282.94;0;0;40;Clouds;5125
8;10;2012;15;2;0;283.48;0;0;1;Clear;5502
8;10;2012;16;2;0;284.33;0;0;1;Clear;5979
8;10;2012;17;2;0;284.48;0;0;40;Clouds;5663
8;10;2012;18;2;0;284.23;0;0;40;Clouds;4259
8;10;2012;19;2;0;281.99;0;0;20;Clouds;3069
8;10;2012;20;2;0;279.81;0;0;1;Clear;2378
8;10;2012;21;2;0;279.35;0;0;1;Clear;2030
8;10;2012;22;2;0;278.9;0;0;1;Clear;1400
8;10;2012;23;2;0;278.46;0;0;1;Clear;917
9;10;2012;0;3;0;277.78;0;0;1;Clear;515
9;10;2012;1;3;0;277.27;0;0;1;Clear;302
9;10;2012;2;3;0;277.47;0;0;1;Clear;251
9;10;2012;4;3;0;276.97;0;0;20;Clouds;798
9;10;2012;5;3;0;276.52;0;0;40;Clouds;2678
9;10;2012;6;3;0;276.6;0;0;40;Clouds;5733
9;10;2012;7;3;0;277.31;0;0;75;Clouds;6449
9;10;2012;8;3;0;278.38;0;0;90;Clouds;5765
9;10;2012;9;3;0;279.35;0;0;90;Clouds;5599
9;10;2012;10;3;0;281.37;0;0;90;Clouds;4534
9;10;2012;11;3;0;283.11;0;0;90;Clouds;4691
9;10;2012;12;3;0;284.08;0;0;75;Clouds;5067
9;10;2012;13;3;0;285.14;0;0;75;Clouds;5030
9;10;2012;14;3;0;286.35;0;0;90;Clouds;5300
9;10;2012;15;3;0;287.23;0;0;100;Rain;5777
9;10;2012;16;3;0;288.53;0;0;90;Clouds;6349
9;10;2012;17;3;0;290.37;0;0;90;Clouds;6127
9;10;2012;18;3;0;290.13;0;0;90;Clouds;4460
9;10;2012;19;3;0;288.86;0;0;75;Clouds;3418
9;10;2012;20;3;0;287.36;0;0;90;Clouds;2775
9;10;2012;21;3;0;285.11;0;0;90;Clouds;2306
9;10;2012;22;3;0;283.46;0;0;90;Clouds;1846
9;10;2012;23;3;0;282.45;0;0;90;Clouds;947
10;10;2012;0;4;0;281.88;0;0;90;Clouds;494
10;10;2012;1;4;0;281.78;0;0;90;Clouds;332
10;10;2012;2;4;0;281.09;0;0;75;Clouds;261
10;10;2012;3;4;0;281.17;0;0;90;Clouds;361
10;10;2012;6;4;0;281.25;0;0;92;Clear;5875
10;10;2012;7;4;0;281.25;0;0;99;Rain;6793
10;10;2012;7;4;0;281.25;0;0;99;Drizzle;6793
10;10;2012;8;4;0;280.1;0;0;99;Rain;6283
10;10;2012;8;4;0;280.1;0;0;99;Drizzle;6283
10;10;2012;9;4;0;279.61;0;0;99;Rain;5680
10;10;2012;9;4;0;279.61;0;0;99;Drizzle;5680
10;10;2012;10;4;0;279.67;0;0;99;Clear;4632
10;10;2012;11;4;0;280.19;0;0;1;Clear;4887
10;10;2012;12;4;0;282.09;0;0;75;Clouds;5030
10;10;2012;13;4;0;282.26;0;0;75;Clouds;5067
10;10;2012;14;4;0;282.05;0;0;90;Clouds;5227
10;10;2012;15;4;0;281.59;0;0;90;Clouds;5610
10;10;2012;16;4;0;281.23;0;0;81;Clear;6286
10;10;2012;18;4;0;282.6;0;0;81;Clear;4775
10;10;2012;19;4;0;282.6;0;0;81;Clear;3340
10;10;2012;20;4;0;282.6;0;0;81;Clear;3013
10;10;2012;21;4;0;282.6;0;0;81;Clear;2603
10;10;2012;22;4;0;282.6;0;0;81;Clear;1910
10;10;2012;23;4;0;282.6;0;0;81;Clear;1037
11;10;2012;1;5;0;273.9;0;0;1;Clear;347
11;10;2012;3;5;0;274.4;0;0;75;Clouds;350
11;10;2012;4;5;0;274.05;0;0;75;Clouds;850
11;10;2012;5;5;0;273.71;0;0;40;Clouds;2791
11;10;2012;6;5;0;272.66;0;0;1;Clear;5809
11;10;2012;7;5;0;272.65;0;0;1;Clear;6798
11;10;2012;8;5;0;272.52;0;0;1;Clear;6304
11;10;2012;9;5;0;275.19;0;0;20;Clouds;5291
11;10;2012;10;5;0;275.34;0;0;1;Clear;4638
11;10;2012;14;5;0;284.1;0;0;50;Clear;5557
11;10;2012;15;5;0;284.1;0;0;50;Clear;5818
11;10;2012;16;5;0;283.78;0;0;75;Clouds;6272
11;10;2012;17;5;0;283.52;0;0;75;Clouds;5944
11;10;2012;18;5;0;283.32;0;0;90;Clouds;4949
11;10;2012;19;5;0;282.06;0;0;90;Clouds;3511
11;10;2012;20;5;0;281.95;0;0;90;Clouds;3039
11;10;2012;21;5;0;281.81;0;0;90;Clouds;2679
11;10;2012;22;5;0;282.16;0;0;90;Clouds;2094
11;10;2012;23;5;0;282.53;0;0;90;Clouds;1284
12;10;2012;0;6;0;283.91;0;0;90;Clouds;630
12;10;2012;1;6;0;284.64;0;0;90;Clouds;410
12;10;2012;2;6;0;284.61;0;0;90;Clouds;331
12;10;2012;3;6;0;283.18;0;0;72;Drizzle;372
12;10;2012;4;6;0;282.26;0;0;72;Rain;739
12;10;2012;5;6;0;280.77;0;0;72;Drizzle;2561
12;10;2012;6;6;0;278.53;0;0;75;Clouds;5586
12;10;2012;7;6;0;277.64;0;0;75;Clouds;6992
12;10;2012;8;6;0;277.9;0;0;90;Clouds;5860
12;10;2012;9;6;0;278.18;0;0;90;Clouds;5230
12;10;2012;10;6;0;279.29;0;0;75;Clouds;4864
12;10;2012;11;6;0;280.45;0;0;75;Clouds;5146
12;10;2012;12;6;0;280.95;0;0;40;Clouds;5526
12;10;2012;13;6;0;281.74;0;0;40;Clouds;5383
12;10;2012;14;6;0;281.84;0;0;75;Clouds;5758
12;10;2012;15;6;0;282.45;0;0;75;Clouds;5889
12;10;2012;16;6;0;282.2;0;0;75;Clouds;6057
12;10;2012;17;6;0;281.54;0;0;40;Clouds;6028
12;10;2012;18;6;0;280.21;0;0;20;Clouds;5257
12;10;2012;23;6;0;282.2;0;0;56;Clear;1897
13;10;2012;0;7;0;272.58;0;0;1;Clear;1335
13;10;2012;1;7;0;272.06;0;0;1;Clear;769
13;10;2012;2;7;0;270.99;0;0;1;Clear;570
13;10;2012;3;7;0;270.29;0;0;20;Clouds;413
13;10;2012;4;7;0;269.48;0;0;1;Clear;399
13;10;2012;5;7;0;269.27;0;0;1;Clear;740
13;10;2012;6;7;0;268.91;0;0;1;Clear;1420
13;10;2012;7;7;0;268.98;0;0;75;Clouds;2220
13;10;2012;8;7;0;269.23;0;0;40;Clouds;3479
13;10;2012;9;7;0;272.61;0;0;40;Clouds;4546
13;10;2012;10;7;0;276.78;0;0;20;Clouds;4579
13;10;2012;11;7;0;279.22;0;0;1;Clear;4438
13;10;2012;12;7;0;280.35;0;0;1;Clear;4623
13;10;2012;13;7;0;281.81;0;0;1;Clear;4440
13;10;2012;14;7;0;283.05;0;0;1;Clear;4495
13;10;2012;15;7;0;283.96;0;0;1;Clear;4483
13;10;2012;16;7;0;284.53;0;0;1;Clear;4591
13;10;2012;17;7;0;284.44;0;0;1;Clear;4477
13;10;2012;18;7;0;283.64;0;0;1;Clear;4221
13;10;2012;19;7;0;281.85;0;0;20;Clouds;3672
13;10;2012;20;7;0;281.38;0;0;1;Clear;3015
13;10;2012;21;7;0;281.84;0;0;75;Clouds;2769
13;10;2012;22;7;0;282.23;0;0;90;Clouds;2875
13;10;2012;23;7;0;282.18;0;0;90;Clouds;1931
14;10;2012;0;1;0;282.49;0;0;90;Clouds;1309
14;10;2012;1;1;0;282.54;0;0;90;Clouds;870
14;10;2012;2;1;0;282.58;0;0;90;Clouds;654
14;10;2012;3;1;0;282.23;0;0;90;Clouds;364
14;10;2012;4;1;0;282.08;0;0;90;Clouds;262
14;10;2012;5;1;0;282.23;0;0;90;Clouds;505
14;10;2012;6;1;0;282.24;0;0;90;Clouds;861
14;10;2012;7;1;0;282.24;0;0;90;Clouds;1132
14;10;2012;8;1;0;282.24;0;0;57;Mist;1797
14;10;2012;9;1;0;282.43;0;0;57;Drizzle;2685
14;10;2012;9;1;0;282.43;0;0;57;Mist;2685
14;10;2012;9;1;0;282.43;0;0;57;Haze;2685
14;10;2012;10;1;0;282.33;0;0;57;Drizzle;3370
14;10;2012;10;1;0;282.33;0;0;57;Mist;3370
14;10;2012;11;1;0;282.82;0;0;57;Drizzle;3662
14;10;2012;11;1;0;282.82;0;0;57;Mist;3662
14;10;2012;12;1;0;283.33;0;0;57;Mist;4076
14;10;2012;12;1;0;283.33;0;0;57;Rain;4076
14;10;2012;12;1;0;283.33;0;0;57;Drizzle;4076
14;10;2012;13;1;0;283.75;0;0;93;Rain;4128
14;10;2012;13;1;0;283.75;0;0;93;Mist;4128
14;10;2012;13;1;0;283.75;0;0;93;Drizzle;4128
14;10;2012;14;1;0;284.09;0;0;93;Mist;4358
14;10;2012;14;1;0;284.09;0;0;93;Rain;4358
14;10;2012;14;1;0;284.09;0;0;93;Drizzle;4358
14;10;2012;15;1;0;284.55;0;0;93;Mist;4342
14;10;2012;15;1;0;284.55;0;0;93;Rain;4342
14;10;2012;16;1;0;284.68;0;0;93;Mist;4234
14;10;2012;17;1;0;284.64;0;0;93;Rain;4271
14;10;2012;17;1;0;284.64;0;0;93;Mist;4271
14;10;2012;18;1;0;284.4;0;0;93;Mist;4080
14;10;2012;19;1;0;284.17;0;0;93;Mist;3453
14;10;2012;20;1;0;284.03;0;0;93;Mist;2718
14;10;2012;21;1;0;283.58;0;0;93;Mist;2439
14;10;2012;22;1;0;283.04;0;0;93;Mist;1819
14;10;2012;23;1;0;281.95;0;0;93;Mist;1002
14;10;2012;23;1;0;281.95;0;0;93;Fog;1002
15;10;2012;0;2;0;281.61;0;0;93;Mist;542
15;10;2012;0;2;0;281.61;0;0;93;Fog;542
15;10;2012;1;2;0;281.57;0;0;85;Fog;303
15;10;2012;2;2;0;281.42;0;0;85;Fog;239
15;10;2012;3;2;0;281.29;0;0;85;Mist;335
15;10;2012;3;2;0;281.29;0;0;85;Fog;335
15;10;2012;4;2;0;281.02;0;0;85;Mist;810
15;10;2012;4;2;0;281.02;0;0;85;Fog;810
15;10;2012;5;2;0;280.82;0;0;85;Mist;2606
15;10;2012;5;2;0;280.82;0;0;85;Fog;2606
15;10;2012;6;2;0;280.39;0;0;85;Mist;5714
15;10;2012;7;2;0;280.19;0;0;100;Mist;6798
15;10;2012;8;2;0;279.82;0;0;100;Mist;6114
15;10;2012;9;2;0;279.75;0;0;100;Mist;5094
15;10;2012;10;2;0;280.07;0;0;100;Mist;4473
15;10;2012;11;2;0;280.32;0;0;90;Clouds;4529
15;10;2012;12;2;0;281.72;0;0;100;Clear;4823
15;10;2012;13;2;0;284.01;0;0;40;Clouds;4872
15;10;2012;14;2;0;285.88;0;0;1;Clear;5238
15;10;2012;15;2;0;286.87;0;0;1;Clear;5584
15;10;2012;16;2;0;287.6;0;0;20;Clouds;6246
15;10;2012;17;2;0;287.27;0;0;20;Clouds;5957
15;10;2012;18;2;0;286.18;0;0;20;Clouds;4535
15;10;2012;19;2;0;285.2;0;0;75;Clouds;3234
15;10;2012;20;2;0;284.68;0;0;75;Clouds;2677
15;10;2012;21;2;0;284.49;0;0;90;Clouds;2077
15;10;2012;22;2;0;283.54;0;0;20;Clouds;1380
15;10;2012;23;2;0;282.33;0;0;75;Clouds;927
16;10;2012;0;3;0;281.21;0;0;20;Clouds;500
16;10;2012;1;3;0;279.87;0;0;1;Clear;324
16;10;2012;2;3;0;278.93;0;0;1;Clear;257
16;10;2012;3;3;0;277.91;0;0;1;Clear;354
16;10;2012;4;3;0;277.21;0;0;1;Clear;769
16;10;2012;5;3;0;276.61;0;0;1;Clear;2769
16;10;2012;6;3;0;276.11;0;0;1;Clear;5789
16;10;2012;7;3;0;274.81;0;0;20;Clouds;7055
16;10;2012;8;3;0;274.99;0;0;20;Clouds;6408
16;10;2012;9;3;0;277.91;0;0;20;Clouds;5254
16;10;2012;10;3;0;280.71;0;0;20;Clouds;4547
16;10;2012;11;3;0;283.85;0;0;20;Clouds;4784
16;10;2012;12;3;0;286.01;0;0;40;Clouds;5015
16;10;2012;13;3;0;286.31;0;0;1;Clear;5057
16;10;2012;14;3;0;288.15;0;0;75;Clouds;5430
16;10;2012;15;3;0;289.15;0;0;75;Clouds;5813
16;10;2012;16;3;0;288.99;0;0;75;Clouds;6496
16;10;2012;17;3;0;288.86;0;0;75;Clouds;6429
16;10;2012;18;3;0;288.16;0;0;90;Clouds;5142
16;10;2012;19;3;0;287.28;0;0;68;Rain;3311
16;10;2012;20;3;0;287.04;0;0;90;Clouds;2777
16;10;2012;21;3;0;286.9;0;0;90;Clouds;2331
16;10;2012;22;3;0;287.09;0;0;90;Clouds;1767
16;10;2012;23;3;0;287.09;0;0;90;Clouds;1093
17;10;2012;0;4;0;286.89;0;0;75;Clouds;554
17;10;2012;1;4;0;286.93;0;0;75;Clouds;333
17;10;2012;2;4;0;286.93;0;0;90;Clouds;267
17;10;2012;3;4;0;287.07;0;0;90;Clouds;358
17;10;2012;4;4;0;286.56;0;0;75;Clouds;777
17;10;2012;5;4;0;285.91;0;0;90;Clouds;2732
17;10;2012;6;4;0;285.29;0;0;90;Clouds;5637
17;10;2012;7;4;0;284.92;0;0;75;Clouds;5564
17;10;2012;8;4;0;285.35;0;0;75;Clouds;6274
17;10;2012;9;4;0;285.72;0;0;100;Rain;5403
17;10;2012;9;4;0;285.72;0;0;100;Rain;5403
17;10;2012;10;4;0;287.09;0;0;75;Clouds;4680
17;10;2012;11;4;0;288.31;0;0;75;Clouds;4642
17;10;2012;12;4;0;288.61;0;0;1;Clear;4979
17;10;2012;13;4;0;290.32;0;0;1;Clear;4851
17;10;2012;14;4;0;291.36;0;0;1;Clear;4291
17;10;2012;15;4;0;292.01;0;0;1;Clear;4714
17;10;2012;16;4;0;292.61;0;0;1;Clear;6723
17;10;2012;17;4;0;292.65;0;0;1;Clear;6180
17;10;2012;18;4;0;290.52;0;0;40;Clouds;4843
17;10;2012;19;4;0;288.35;0;0;40;Clouds;3435
17;10;2012;20;4;0;286.72;0;0;40;Clouds;2921
17;10;2012;21;4;0;285.49;0;0;40;Clouds;2763
17;10;2012;22;4;0;284.22;0;0;20;Clouds;1930
17;10;2012;23;4;0;283.8;0;0;20;Clouds;1160
18;10;2012;0;5;0;283.72;0;0;20;Clouds;654
18;10;2012;1;5;0;282.8;0;0;40;Clouds;374
18;10;2012;2;5;0;282.32;0;0;99;Mist;301
18;10;2012;3;5;0;282.38;0;0;99;Mist;397
18;10;2012;4;5;0;282.76;0;0;90;Clouds;794
18;10;2012;5;5;0;282.88;0;0;99;Mist;2564
18;10;2012;6;5;0;284.18;0;0;75;Clouds;5358
18;10;2012;7;5;0;284.69;0;0;90;Clouds;6441
18;10;2012;8;5;0;285;0;0;90;Clouds;5536
18;10;2012;9;5;0;286.9;0;0;99;Rain;5256
18;10;2012;10;5;0;288.35;0;0;90;Clouds;4619
18;10;2012;11;5;0;289.59;0;0;90;Clouds;5107
18;10;2012;12;5;0;288.27;0;0;99;Rain;5147
18;10;2012;13;5;0;286.41;0;0;90;Clouds;5283
18;10;2012;14;5;0;285.96;0;0;90;Clouds;5704
18;10;2012;15;5;0;287.04;0;0;90;Clouds;5887
18;10;2012;16;5;0;287.18;0;0;90;Clouds;6307
18;10;2012;17;5;0;286.94;0;0;90;Clouds;5953
18;10;2012;18;5;0;286.01;0;0;90;Clouds;4519
18;10;2012;19;5;0;284.67;0;0;100;Drizzle;3427
18;10;2012;20;5;0;283.44;0;0;100;Rain;2921
18;10;2012;21;5;0;282.51;0;0;100;Drizzle;2649
18;10;2012;22;5;0;281.9;0;0;90;Clouds;2005
18;10;2012;23;5;0;281.85;0;0;90;Clouds;1177
19;10;2012;0;6;0;281.28;0;0;90;Clouds;699
19;10;2012;1;6;0;280.97;0;0;87;Mist;436
19;10;2012;2;6;0;280.44;0;0;87;Drizzle;353
19;10;2012;2;6;0;280.44;0;0;87;Mist;353
19;10;2012;3;6;0;280.02;0;0;87;Mist;399
19;10;2012;4;6;0;279.79;0;0;87;Drizzle;720
19;10;2012;4;6;0;279.79;0;0;87;Mist;720
19;10;2012;4;6;0;279.79;0;0;87;Rain;720
19;10;2012;4;6;0;279.79;0;0;87;Drizzle;720
19;10;2012;5;6;0;279.74;0;0;87;Mist;2370
19;10;2012;5;6;0;279.74;0;0;87;Rain;2370
19;10;2012;6;6;0;279.65;0;0;87;Drizzle;5162
19;10;2012;6;6;0;279.65;0;0;87;Mist;5162
19;10;2012;6;6;0;279.65;0;0;87;Rain;5162
19;10;2012;7;6;0;279.45;0;0;91;Mist;5777
19;10;2012;7;6;0;279.45;0;0;91;Rain;5777
19;10;2012;8;6;0;279.22;0;0;91;Drizzle;5235
19;10;2012;8;6;0;279.22;0;0;91;Mist;5235
19;10;2012;8;6;0;279.22;0;0;91;Rain;5235
19;10;2012;9;6;0;279.35;0;0;91;Rain;4606
19;10;2012;9;6;0;279.35;0;0;91;Mist;4606
19;10;2012;10;6;0;279.92;0;0;91;Mist;4328
19;10;2012;11;6;0;280.44;0;0;90;Clouds;4282
19;10;2012;12;6;0;281;0;0;90;Clouds;4489
19;10;2012;13;6;0;281.51;0;0;90;Clouds;4908
19;10;2012;14;6;0;281.93;0;0;92;Mist;5620
19;10;2012;15;6;0;281.94;0;0;92;Mist;5849
19;10;2012;15;6;0;281.94;0;0;92;Drizzle;5849
19;10;2012;16;6;0;282.27;0;0;92;Rain;4945
19;10;2012;17;6;0;282.41;0;0;92;Rain;4619
19;10;2012;18;6;0;282.21;0;0;90;Clouds;4479
19;10;2012;19;6;0;281.69;0;0;75;Clouds;3804
19;10;2012;20;6;0;281.26;0;0;90;Clouds;2908
19;10;2012;21;6;0;280.66;0;0;92;Mist;2942
19;10;2012;22;6;0;280.43;0;0;92;Drizzle;3077
19;10;2012;22;6;0;280.43;0;0;92;Drizzle;3077
19;10;2012;23;6;0;280.1;0;0;92;Mist;2051
19;10;2012;23;6;0;280.1;0;0;92;Rain;2051
19;10;2012;23;6;0;280.1;0;0;92;Drizzle;2051
20;10;2012;0;7;0;280.06;0;0;92;Rain;1270
20;10;2012;0;7;0;280.06;0;0;92;Rain;1270
20;10;2012;1;7;0;280.28;0;0;96;Drizzle;773
20;10;2012;1;7;0;280.28;0;0;96;Rain;773
20;10;2012;2;7;0;280.38;0;0;96;Drizzle;589
20;10;2012;3;7;0;280.62;0;0;96;Drizzle;432
20;10;2012;3;7;0;280.62;0;0;96;Mist;432
20;10;2012;4;7;0;280.91;0;0;96;Mist;401
20;10;2012;4;7;0;280.91;0;0;96;Drizzle;401
20;10;2012;4;7;0;280.91;0;0;96;Rain;401
20;10;2012;5;7;0;280.96;0;0;96;Rain;759
20;10;2012;5;7;0;280.96;0;0;96;Mist;759
20;10;2012;5;7;0;280.96;0;0;96;Drizzle;759
20;10;2012;6;7;0;281.13;0;0;96;Rain;1313
20;10;2012;6;7;0;281.13;0;0;96;Mist;1313
20;10;2012;6;7;0;281.13;0;0;96;Drizzle;1313
20;10;2012;7;7;0;281.28;0;0;100;Rain;1824
20;10;2012;7;7;0;281.28;0;0;100;Mist;1824
20;10;2012;7;7;0;281.28;0;0;100;Drizzle;1824
20;10;2012;8;7;0;281.19;0;0;100;Rain;2787
