Month,Day,Hour,Distance to solar noon,Temperature,Wind direction,Wind speed,Sky cover,Visibility,Humidity,Average wind speed,Average pressure,Power generated
9,17,7,0.410810811,62,24,9.6,4,10.0,70,3.0,30.03,332
9,17,10,0.167567568,62,24,9.6,4,10.0,63,10.0,30.07,5866
9,17,13,0.075675676,62,24,9.6,2,10.0,52,10.0,30.04,22094
9,17,16,0.318918919,62,24,9.6,0,10.0,54,17.0,30.01,13893
9,17,19,0.562162162,62,24,9.6,0,10.0,70,9.0,30.0,154
9,18,7,0.412483039,60,26,7.9,1,10.0,83,0.0,30.02,4342
9,18,10,0.168249661,60,26,7.9,1,10.0,56,10.0,30.05,24175
9,18,13,0.0759837179999999,60,26,7.9,0,10.0,49,15.0,30.02,29378
9,18,16,0.320217096,60,26,7.9,0,10.0,51,15.0,29.98,13686
9,18,19,0.564450475,60,26,7.9,1,10.0,65,8.0,29.96,112
9,19,7,0.412244898,63,21,7.3,1,10.0,80,3.0,29.99,4232
9,19,10,0.167346939,63,21,7.3,1,10.0,63,9.0,30.0,22783
9,19,13,0.07755102,63,21,7.3,3,10.0,61,9.0,29.98,24479
9,19,16,0.32244898,63,21,7.3,4,10.0,63,10.0,29.97,1628
9,20,7,0.413369714,65,28,10.3,4,10.0,84,6.0,30.03,650
9,20,10,0.167803547,65,28,10.3,4,10.0,70,9.0,30.05,9141
9,20,13,0.077762619,65,28,10.3,2,10.0,63,11.0,30.03,25527
9,20,16,0.323328786,65,28,10.3,3,10.0,75,15.0,30.01,12847
9,20,19,0.5688949520000001,65,28,10.3,4,10.0,87,14.0,30.0,122
9,21,7,0.41369863,63,27,14.4,4,10.0,84,8.0,29.98,997
9,21,10,0.167123288,63,27,14.4,2,10.0,70,10.0,29.99,12786
9,21,13,0.079452055,63,27,14.4,2,10.0,65,20.0,29.97,28277
9,21,16,0.326027397,63,27,14.4,2,10.0,70,24.0,29.96,12816
9,21,19,0.57260274,63,27,14.4,1,10.0,78,16.0,29.94,81
9,22,7,0.414835165,66,29,7.3,1,10.0,81,0.0,30.0,4026
9,22,10,0.167582418,66,29,7.3,1,10.0,70,5.0,30.02,23081
9,22,13,0.07967033,66,29,7.3,1,10.0,34,16.0,29.99,27284
9,22,16,0.326923077,66,29,7.3,0,10.0,48,17.0,29.96,12287
9,22,19,0.574175824,66,29,7.3,1,10.0,70,16.0,29.95,79
9,23,7,0.416551724,69,29,8.7,1,9.0,84,3.0,29.98,3974
9,23,10,0.168275862,69,29,8.7,0,9.0,73,5.0,29.99,23119
9,23,13,0.08,69,29,8.7,0,10.0,66,6.0,29.94,26858
9,23,16,0.328275862,69,29,8.7,0,10.0,37,21.0,29.9,12109
9,23,19,0.576551724,69,29,8.7,0,10.0,56,18.0,29.91,65
9,24,7,0.416320885,66,29,10.1,1,9.0,90,5.0,29.94,3749
9,24,10,0.16735823,66,29,10.1,1,10.0,66,3.0,29.95,22695
9,24,13,0.081604426,66,29,10.1,1,10.0,51,13.0,29.92,27114
9,24,16,0.330567082,66,29,10.1,1,10.0,49,16.0,29.89,12017
9,24,19,0.579529737,66,29,10.1,1,10.0,56,16.0,29.89,59
9,25,7,0.418055556,67,29,9.3,2,10.0,70,0.0,29.93,3894
9,25,10,0.168055556,67,29,9.3,2,10.0,63,7.0,29.95,23066
9,25,13,0.081944444,67,29,9.3,2,10.0,47,15.0,29.91,27072
9,25,16,0.331944444,67,29,9.3,2,10.0,57,21.0,29.88,11864
9,25,19,0.581944444,67,29,9.3,1,10.0,70,11.0,29.89,51
9,26,7,0.418636996,66,29,10.7,2,9.0,84,6.0,29.93,3661
9,26,10,0.168289291,66,29,10.7,1,10.0,68,6.0,29.95,22534
9,26,13,0.082058414,66,29,10.7,1,10.0,50,13.0,29.91,26744
9,26,16,0.33240612,66,29,10.7,1,10.0,68,18.0,29.9,11627
9,26,19,0.582753825,66,29,10.7,1,10.0,90,15.0,29.92,43
9,27,7,0.418994413,66,29,9.1,1,10.0,93,6.0,29.95,3615
9,27,10,0.167597765,66,29,9.1,0,10.0,73,3.0,29.95,22037
9,27,13,0.083798883,66,29,9.1,1,10.0,56,6.0,29.9,26026
9,27,16,0.335195531,66,29,9.1,1,10.0,59,20.0,29.85,1728
9,28,7,0.420757363,61,30,12.3,1,10.0,93,8.0,29.94,2406
9,28,10,0.168302945,61,30,12.3,1,10.0,65,9.0,29.94,22113
9,28,13,0.084151473,61,30,12.3,1,10.0,63,20.0,29.9,26823
9,28,16,0.336605891,61,30,12.3,1,10.0,70,21.0,29.89,10798
9,29,7,0.421940928,62,28,8.4,4,10.0,87,6.0,29.96,373
9,29,10,0.168776371,62,28,8.4,3,10.0,75,5.0,29.98,13921
9,29,13,0.0843881859999999,62,28,8.4,2,10.0,63,15.0,29.94,26393
9,29,16,0.337552743,62,28,8.4,2,10.0,68,15.0,29.95,11093
9,29,19,0.5907173000000001,62,28,8.4,2,10.0,75,11.0,29.96,47
9,30,7,0.422316384,65,29,6.9,2,10.0,83,0.0,30.04,3110
9,30,10,0.168079096,65,29,6.9,2,10.0,70,3.0,30.05,21023
9,30,13,0.086158192,65,29,6.9,2,10.0,50,9.0,30.01,25702
9,30,16,0.34039548,65,29,6.9,2,10.0,53,18.0,29.97,10972
10,1,7,0.423512748,66,29,7.8,2,10.0,75,0.0,29.98,3715
10,1,10,0.168555241,66,29,7.8,3,10.0,71,3.0,29.98,18312
10,1,13,0.0864022659999999,66,29,7.8,3,10.0,50,22.0,29.95,19583
10,1,16,0.341359773,66,29,7.8,3,10.0,59,16.0,29.92,6135
10,1,19,0.59631728,66,29,7.8,3,10.0,81,8.0,29.96,178
10,2,7,0.425320057,67,27,9.5,4,10.0,81,0.0,29.96,53
10,2,10,0.169274538,67,27,9.5,3,10.0,73,6.0,29.98,7496
10,2,13,0.086770982,67,27,9.5,3,10.0,62,17.0,29.97,19260
10,2,16,0.342816501,67,27,9.5,3,10.0,76,9.0,29.92,4961
10,3,7,0.426533524,65,19,8.5,3,10.0,84,5.0,29.87,1093
10,3,10,0.1697574889999999,65,19,8.5,3,10.0,73,3.0,29.87,11844
10,3,13,0.087018545,65,19,8.5,3,10.0,63,0.0,29.83,11357
10,3,16,0.343794579,65,19,8.5,4,10.0,65,9.0,29.77,3375
10,4,7,0.426323319,64,26,14.4,4,8.0,90,8.0,29.79,1653
10,4,10,0.168812589,64,26,14.4,3,10.0,81,13.0,29.84,5957
10,4,13,0.08869814,64,26,14.4,2,10.0,66,16.0,29.86,21177
10,4,16,0.34620887,64,26,14.4,2,10.0,70,15.0,29.88,9729
10,5,7,0.427546628,65,28,11.1,2,10.0,81,8.0,29.99,2198
10,5,10,0.1692969869999999,65,28,11.1,3,10.0,57,7.0,30.01,20493
10,5,13,0.088952654,65,28,11.1,3,10.0,55,15.0,30.0,18931
10,5,16,0.347202296,65,28,11.1,3,10.0,61,11.0,29.99,11566
10,6,7,0.429394813,66,28,10.5,4,9.0,84,5.0,30.07,532
10,6,10,0.170028818,66,28,10.5,1,9.0,73,5.0,30.1,22044
10,6,13,0.0893371759999999,66,28,10.5,0,10.0,59,3.0,30.05,27732
10,6,16,0.34870317,66,28,10.5,1,10.0,70,22.0,30.05,11398
10,7,10,0.169075145,65,28,10.2,2,7.0,81,3.0,30.17,15458
10,7,13,0.091040462,65,28,10.2,0,9.0,71,3.0,30.11,27357
10,7,16,0.351156069,65,28,10.2,0,10.0,55,22.0,30.07,10975
10,8,7,0.431059507,66,27,12.6,0,9.0,90,3.0,30.02,3816
10,8,10,0.169811321,66,27,12.6,0,9.0,76,3.0,30.01,23843
10,8,13,0.091436865,66,27,12.6,0,10.0,55,24.0,29.95,27645
10,8,16,0.352685051,66,27,12.6,1,10.0,61,25.0,29.92,11063
10,9,7,0.43231441,62,27,14.6,1,10.0,75,9.0,29.96,3837
10,9,10,0.170305677,62,27,14.6,0,10.0,47,5.0,30.0,24973
10,9,13,0.091703057,62,27,14.6,0,10.0,36,16.0,29.97,28183
10,9,16,0.35371179,62,27,14.6,0,10.0,50,26.0,29.94,10894
10,10,7,0.433576642,57,29,17.6,1,10.0,59,13.0,29.99,3755
10,10,10,0.17080292,57,29,17.6,1,10.0,42,17.0,30.0,25334
10,10,13,0.091970803,57,29,17.6,1,10.0,46,26.0,29.94,29016
10,10,16,0.354744526,57,29,17.6,2,10.0,46,29.0,29.91,10179
10,12,16,0.358823529,63,32,13.4,0,10.0,29,17.0,30.13,10727
10,13,7,0.437223043,64,28,6.4,0,10.0,49,0.0,30.26,3687
10,13,10,0.171344165,64,28,6.4,0,10.0,21,0.0,30.27,23961
10,13,13,0.094534712,64,28,6.4,0,10.0,14,5.0,30.22,27438
10,13,16,0.360413589,64,28,6.4,0,10.0,18,18.0,30.19,10116
10,14,7,0.438518519,65,29,4.9,0,10.0,75,0.0,30.18,3473
10,14,10,0.171851852,65,29,4.9,0,10.0,63,5.0,30.18,22832
10,14,13,0.094814815,65,29,4.9,0,10.0,36,0.0,30.1,26285
10,14,16,0.361481481,65,29,4.9,1,10.0,31,14.0,30.05,9756
10,15,7,0.438988095,68,29,6.4,0,10.0,80,3.0,30.06,3359
10,15,10,0.171130952,68,29,6.4,0,10.0,65,6.0,30.08,7478
10,15,13,0.09672619,68,29,6.4,1,10.0,40,0.0,30.03,21210
10,15,16,0.364583333,68,29,6.4,1,10.0,34,18.0,30.0,9209
10,16,7,0.440298507,69,29,4.1,1,10.0,72,0.0,30.06,3225
10,16,10,0.171641791,69,29,4.1,0,10.0,70,3.0,30.08,21798
10,16,13,0.097014925,69,29,4.1,0,10.0,54,0.0,30.03,15159
10,16,16,0.365671642,69,29,4.1,0,10.0,24,15.0,30.0,9169
10,17,7,0.441616766,70,31,4.4,2,10.0,81,0.0,30.05,2718
10,17,10,0.1721556889999999,70,31,4.4,3,10.0,66,3.0,30.06,20460
10,17,13,0.097305389,70,31,4.4,1,10.0,61,5.0,30.0,24427
10,17,16,0.366766467,70,31,4.4,1,10.0,24,11.0,29.96,8399
10,18,7,0.443609023,59,29,10.3,2,10.0,90,10.0,30.02,542
10,18,10,0.172932331,59,29,10.3,2,10.0,68,6.0,30.07,13884
10,18,13,0.097744361,59,29,10.3,2,10.0,59,13.0,30.02,25929
10,18,16,0.368421053,59,29,10.3,2,10.0,70,17.0,30.01,9282
10,19,7,0.444277108,56,27,11.5,4,10.0,83,3.0,30.08,385
10,19,10,0.173192771,56,27,11.5,2,10.0,72,8.0,30.1,17121
10,19,13,0.097891566,56,27,11.5,2,10.0,72,21.0,30.05,25347
10,19,16,0.368975904,56,27,11.5,3,10.0,83,18.0,30.05,7136
10,20,7,0.444108761,58,27,13.3,3,10.0,80,9.0,30.17,1142
10,20,10,0.172205438,58,27,13.3,1,10.0,67,11.0,30.2,21070
10,20,13,0.099697885,58,27,13.3,2,10.0,58,16.0,30.17,25392
10,20,16,0.371601208,58,27,13.3,2,10.0,70,17.0,30.16,8283
10,21,7,0.446130501,64,28,4.0,3,10.0,86,0.0,30.19,2581
10,21,10,0.172989378,64,28,4.0,1,10.0,75,0.0,30.2,21774
10,21,13,0.100151745,64,28,4.0,1,10.0,46,3.0,30.13,25064
10,21,16,0.373292868,64,28,4.0,1,10.0,46,14.0,30.08,8524
10,22,7,0.447488584,68,14,2.7,0,10.0,34,8.0,30.08,2921
10,22,10,0.173515982,68,14,2.7,0,10.0,21,7.0,30.09,21804
10,22,13,0.100456621,68,14,2.7,0,10.0,17,0.0,30.04,25219
10,22,16,0.374429224,68,14,2.7,0,10.0,21,0.0,30.02,8453
10,23,7,0.448854962,69,31,4.3,0,10.0,65,5.0,30.04,2603
10,23,10,0.174045802,69,31,4.3,0,10.0,63,5.0,30.06,20869
10,23,13,0.100763359,69,31,4.3,0,10.0,64,3.0,30.0,24209
10,23,16,0.375572519,69,31,4.3,0,10.0,26,11.0,29.97,5542
10,24,7,0.450229709,68,29,4.9,2,10.0,75,3.0,30.02,2461
10,24,10,0.174578867,68,29,4.9,1,10.0,70,5.0,30.05,10461
10,24,16,0.376722818,68,29,4.9,1,10.0,33,7.0,29.96,7934
10,25,7,0.452307692,68,29,4.6,0,8.0,80,0.0,30.05,2497
10,25,10,0.175384615,68,29,4.6,0,10.0,68,7.0,30.06,20597
10,25,13,0.101538462,68,29,4.6,0,10.0,61,3.0,30.01,23672
10,25,16,0.378461538,68,29,4.6,0,10.0,28,6.0,29.98,7775
10,26,7,0.453703704,60,29,11.3,1,9.0,96,6.0,30.08,1384
10,26,10,0.175925926,60,29,11.3,1,10.0,70,0.0,30.1,20680
10,26,13,0.101851852,60,29,11.3,1,10.0,59,14.0,30.05,24472
10,26,16,0.37962963,60,29,11.3,1,9.0,78,15.0,30.03,7800
10,27,7,0.455813953,55,29,9.0,4,4.0,90,6.0,30.19,221
10,27,10,0.176744186,55,29,9.0,4,3.0,87,3.0,30.2,13923
10,27,13,0.102325581,55,29,9.0,3,7.0,78,17.0,30.17,15242
10,27,16,0.381395349,55,29,9.0,3,10.0,78,15.0,30.14,3727
10,28,7,0.455676516,58,29,10.4,3,10.0,96,5.0,30.22,113
10,28,10,0.175738725,58,29,10.4,4,2.0,93,0.0,30.22,15058
10,28,13,0.104199067,58,29,10.4,1,10.0,72,20.0,30.17,23748
10,28,16,0.384136858,58,29,10.4,1,10.0,65,15.0,30.14,7480
10,29,7,0.457098284,56,30,8.3,1,7.0,100,9.0,30.08,186
10,29,10,0.176287051,56,30,8.3,3,7.0,83,3.0,30.07,15471
10,29,13,0.104524181,56,30,8.3,3,8.0,78,5.0,29.99,22378
10,29,16,0.385335413,56,30,8.3,2,10.0,70,9.0,29.94,7629
10,31,10,0.177394035,65,15,13.0,4,9.0,87,6.0,30.13,1283
10,31,13,0.105180534,65,15,13.0,3,10.0,61,18.0,30.1,8637
10,31,16,0.387755102,65,15,13.0,4,10.0,57,15.0,30.08,1209
11,1,7,0.46214511,63,16,12.8,4,4.0,90,14.0,29.97,168
11,1,10,0.178233438,63,16,12.8,4,3.0,87,15.0,29.99,1054
11,1,13,0.105678233,63,16,12.8,4,4.0,90,15.0,29.93,1200
11,1,16,0.389589905,63,16,12.8,4,3.0,87,15.0,29.88,683
11,2,7,0.368670886,62,23,8.1,2,10.0,90,9.0,30.02,357
11,2,10,0.083860759,62,23,8.1,3,10.0,78,0.0,30.07,10258
11,2,13,0.200949367,62,23,8.1,3,10.0,68,14.0,30.07,17127
11,2,16,0.485759494,62,23,8.1,2,10.0,73,13.0,30.06,8167
11,3,7,0.36984127,58,20,10.6,3,10.0,83,5.0,29.99,9
11,3,10,0.084126984,58,20,10.6,3,10.0,78,7.0,29.96,7259
11,3,13,0.201587302,58,20,10.6,3,10.0,72,20.0,29.86,6669
11,3,16,0.487301587,58,20,10.6,4,3.0,90,21.0,29.75,95
11,4,7,0.371019108,55,29,13.3,2,10.0,80,11.0,30.06,1661
11,4,10,0.084394904,55,29,13.3,3,10.0,69,13.0,30.13,16038
11,4,13,0.202229299,55,29,13.3,3,10.0,55,18.0,30.12,21373
11,4,16,0.488853503,55,29,13.3,3,10.0,64,22.0,30.13,5500
11,5,7,0.372204473,53,30,3.8,2,10.0,89,3.0,30.23,1721
11,5,10,0.084664537,53,30,3.8,3,10.0,67,3.0,30.27,16251
11,5,13,0.202875399,53,30,3.8,3,10.0,56,5.0,30.25,17465
11,5,16,0.490415335,53,30,3.8,4,10.0,52,8.0,30.25,4638
11,6,7,0.373397436,60,30,4.6,1,10.0,80,5.0,30.33,1365
11,6,10,0.084935897,60,30,4.6,0,10.0,62,8.0,30.35,19412
11,6,13,0.203525641,60,30,4.6,1,10.0,54,0.0,30.3,24013
11,6,16,0.491987179,60,30,4.6,0,10.0,63,14.0,30.26,7449
11,7,7,0.374598071,62,30,5.2,1,9.0,96,0.0,30.22,1309
11,7,10,0.085209003,62,30,5.2,0,9.0,84,3.0,30.22,19306
11,7,13,0.204180064,62,30,5.2,0,10.0,75,0.0,30.16,24011
11,7,16,0.493569132,62,30,5.2,1,10.0,55,11.0,30.11,7336
11,8,7,0.376811594,58,27,10.2,3,10.0,93,0.0,30.06,115
11,8,10,0.086956522,58,27,10.2,4,10.0,81,7.0,30.06,5851
11,8,13,0.202898551,58,27,10.2,4,10.0,84,9.0,29.98,3697
11,8,16,0.492753623,58,27,10.2,4,6.0,93,10.0,29.93,696
11,9,7,0.378029079,57,28,19.3,2,10.0,83,21.0,29.86,1209
11,9,10,0.08723748,57,28,19.3,2,10.0,75,14.0,29.88,19618
11,9,13,0.20355412,57,28,19.3,2,10.0,70,20.0,29.87,24686
11,9,16,0.494345719,57,28,19.3,3,10.0,78,15.0,29.87,4927
11,10,7,0.379254457,55,28,8.5,3,10.0,90,9.0,30.07,381
11,10,10,0.087520259,55,28,8.5,3,10.0,72,9.0,30.09,14852
11,10,13,0.204213938,55,28,8.5,3,10.0,65,14.0,30.06,24073
11,10,16,0.495948136,55,28,8.5,3,10.0,70,9.0,30.07,4945
11,11,7,0.380487805,57,28,10.2,3,10.0,86,7.0,30.21,207
11,11,10,0.087804878,57,28,10.2,3,10.0,75,10.0,30.27,8425
11,11,13,0.204878049,57,28,10.2,3,10.0,72,10.0,30.24,9466
11,11,16,0.497560976,57,28,10.2,3,10.0,72,15.0,30.24,3303
11,12,7,0.381729201,60,28,5.9,4,9.0,87,0.0,30.3,162
11,12,10,0.088091354,60,28,5.9,4,9.0,87,5.0,30.32,4780
11,12,13,0.205546493,60,28,5.9,3,9.0,84,3.0,30.26,12683
11,12,16,0.499184339,60,28,5.9,3,9.0,87,16.0,30.21,6774
11,13,7,0.382978723,60,28,6.0,1,10.0,96,0.0,30.22,915
11,13,10,0.088379705,60,28,6.0,1,9.0,93,5.0,30.23,17909
11,13,13,0.206219313,60,28,6.0,1,10.0,63,9.0,30.16,22652
11,13,16,0.5008183310000001,60,28,6.0,1,10.0,75,20.0,30.11,6592
11,14,7,0.383606557,66,10,6.5,0,10.0,86,0.0,30.12,934
11,14,10,0.08852459,66,10,6.5,0,10.0,52,7.0,30.14,17598
11,14,13,0.206557377,66,10,6.5,0,10.0,40,6.0,30.07,22910
11,14,16,0.501639344,66,10,6.5,1,10.0,27,7.0,30.04,6731
11,15,7,0.385502471,69,14,5.0,1,10.0,54,8.0,30.12,746
11,15,10,0.088962109,69,14,5.0,0,10.0,30,7.0,30.14,17752
11,15,13,0.207578254,69,14,5.0,0,10.0,39,3.0,30.08,22523
11,15,16,0.504118616,69,14,5.0,1,10.0,27,0.0,30.05,6614
11,16,7,0.388429752,63,5,2.0,0,10.0,90,0.0,30.09,595
11,16,10,0.090909091,63,5,2.0,0,8.0,78,3.0,30.11,16232
11,16,13,0.20661157,63,5,2.0,1,8.0,73,8.0,30.06,21472
11,16,16,0.504132231,63,5,2.0,1,6.0,50,0.0,30.04,5578
11,17,7,0.389072848,64,9,1.2,1,6.0,90,3.0,30.13,585
11,17,10,0.091059603,64,9,1.2,1,6.0,78,3.0,30.15,16124
11,17,13,0.206953642,64,9,1.2,1,7.0,70,3.0,30.11,21511
11,17,16,0.504966887,64,9,1.2,2,10.0,49,0.0,30.08,5527
11,18,7,0.390365449,57,29,9.3,1,10.0,93,7.0,30.14,512
11,18,10,0.091362126,57,29,9.3,0,9.0,81,0.0,30.17,15771
11,18,13,0.207641196,57,29,9.3,1,9.0,75,18.0,30.12,21856
11,18,16,0.506644518,57,29,9.3,1,9.0,83,16.0,30.09,4702
11,19,10,0.091666667,54,27,5.7,4,8.0,86,5.0,30.16,3113
11,19,13,0.208333333,54,27,5.7,4,9.0,83,9.0,30.14,7669
11,19,16,0.5083333329999999,54,27,5.7,3,10.0,80,9.0,30.11,5693
11,20,7,0.393989983,57,27,6.6,4,9.0,90,5.0,30.21,53
11,20,10,0.093489149,57,27,6.6,4,8.0,87,5.0,30.25,4089
11,20,13,0.207011686,57,27,6.6,3,10.0,78,11.0,30.22,14702
11,20,16,0.507512521,57,27,6.6,2,10.0,72,14.0,30.2,4839
11,21,7,0.395309883,55,28,6.6,1,10.0,80,3.0,30.16,523
11,21,10,0.093802345,55,28,6.6,1,10.0,60,5.0,30.15,16265
11,21,13,0.207705193,55,28,6.6,1,10.0,37,0.0,30.11,22287
11,21,16,0.50921273,55,28,6.6,1,10.0,60,11.0,30.08,6352
11,22,7,0.395973154,54,28,6.0,2,10.0,83,0.0,30.12,534
11,22,10,0.093959732,54,28,6.0,2,10.0,72,3.0,30.15,15976
11,22,13,0.208053691,54,28,6.0,2,10.0,70,3.0,30.1,21808
11,22,16,0.5100671139999999,54,28,6.0,3,10.0,67,14.0,30.07,6518
11,23,7,0.397306397,56,17,4.0,1,9.0,96,5.0,30.04,377
11,23,10,0.094276094,56,17,4.0,1,8.0,72,7.0,30.06,15727
11,23,13,0.208754209,56,17,4.0,1,10.0,56,0.0,30.01,21630
11,23,16,0.5117845120000001,56,17,4.0,1,10.0,50,0.0,29.99,5778
11,24,10,0.096121417,54,15,2.7,3,3.0,83,6.0,30.07,11153
11,24,13,0.207419899,54,15,2.7,3,4.0,80,5.0,30.03,13434
11,24,16,0.5109612139999999,54,15,2.7,3,7.0,62,3.0,30.0,1789
11,25,7,0.400337838,55,36,3.3,3,8.0,83,0.0,30.04,80
11,25,10,0.096283784,55,36,3.3,4,7.0,87,7.0,30.05,618
11,25,13,0.20777027,55,36,3.3,4,7.0,75,0.0,30.01,2606
11,25,16,0.511824324,55,36,3.3,4,6.0,81,6.0,29.98,915
