Area;MajorAxisLength;MinorAxisLength;Eccentricity;ConvexArea;Extent;Perimeter;Class
96277;447.1345225;275.21615420000001;0.78812840500000003;97865;0.70405715700000004;1181.921;Kecimen
75620;368.22428439999999;263.45925540000002;0.698627251;77493;0.72627737199999998;1059.1859999999999;Kecimen
73167;340.05521800000002;276.01517719999998;0.58410580999999995;74545;0.77873685599999998;1010.474;Kecimen
60847;336.92386959999999;231.46569589999999;0.72666022900000005;62492;0.69858783000000002;964.60299999999995;Kecimen
81021;347.75005829999998;297.6406265;0.51713493099999996;82552;0.75755960700000002;1063.8679999999999;Kecimen
59902;358.59191479999998;222.90202729999999;0.78333195799999999;63250;0.744124224;982.78800000000001;Kecimen
88745;429.770355;265.69023609999999;0.78600948800000003;90715;0.75206352399999998;1162.877;Kecimen
41809;307.53273919999998;175.08556799999999;0.82211369499999998;43838;0.69744436700000001;828.697;Kecimen
75329;364.23077979999999;265.86686350000002;0.68351049900000005;77541;0.72307972899999995;1075.7919999999999;Kecimen
61600;350.18275449999999;225.84277130000001;0.76424307499999999;63397;0.746829611;972.47199999999998;Kecimen
46427;253.8420284;235.90682409999999;0.36921245899999999;48275;0.68421905900000002;844.31200000000001;Kecimen
40861;249.7402266;213.57327179999999;0.51832833;43096;0.74308940099999998;784.91200000000003;Kecimen
55827;305.29884299999998;234.6612245;0.63969607699999997;57724;0.70328798199999998;926.09500000000003;Kecimen
54182;366.06667420000002;192.013274;0.85139142499999998;56450;0.61141767400000002;968.72900000000004;Kecimen
77468;405.9365937;245.9897977;0.795479241;79220;0.72154539699999998;1100.6759999999999;Kecimen
49882;287.26432720000003;222.1858727;0.63385188400000003;50880;0.76637782700000001;843.76400000000001;Kecimen
95245;397.09411399999999;307.2739224;0.63342231500000001;97988;0.75304395999999996;1201.3900000000001;Kecimen
71464;364.10308959999998;253.7969272;0.71702554299999999;73265;0.71548427100000001;1036.94;Kecimen
77055;375.25013189999999;262.8124219;0.71378393799999995;79255;0.73226707700000004;1095.2829999999999;Kecimen
92384;368.40621379999999;320.7145792;0.49208693399999998;93772;0.74900682699999999;1135.662;Kecimen
77310;436.52989889999998;228.2803725;0.85236748900000003;80138;0.63172086900000002;1141.1890000000001;Kecimen
57580;330.22837479999998;232.05538720000001;0.711474579;60232;0.64510346500000004;992.11400000000003;Kecimen
69708;375.44727979999999;239.13277529999999;0.77092353400000002;71321;0.72717789300000002;1022.568;Kecimen
41502;260.51267530000001;205.86502379999999;0.61280991100000004;43114;0.82431922499999999;790.42700000000002;Kecimen
45800;330.00868320000001;181.66586480000001;0.83484298700000004;47802;0.73268277100000001;870.38699999999994;Kecimen
52623;311.99675789999998;218.0411235;0.71526140000000005;54175;0.67519053600000001;902.62400000000002;Kecimen
44939;317.61671189999998;183.31521470000001;0.81663208200000004;46400;0.65617790499999995;845.78599999999994;Kecimen
114648;508.12893259999998;288.95398119999999;0.82257079399999999;118314;0.68190496599999995;1340.8969999999999;Kecimen
65727;403.1942717;210.07326420000001;0.85354297800000001;67372;0.61698113200000004;1030.155;Kecimen
45683;333.26253209999999;177.7720961;0.84584447299999999;48787;0.63423065700000003;901.10199999999998;Kecimen
111450;478.31097080000001;298.63059199999998;0.78114950599999999;113256;0.69009287900000005;1298.1880000000001;Kecimen
47581;306.81187469999998;203.09750199999999;0.74953826199999996;49203;0.66777539200000002;861.58;Kecimen
57127;311.64457750000003;238.64192059999999;0.64313802399999997;59943;0.69362554600000004;952.02300000000002;Kecimen
53006;333.38136980000002;206.88070809999999;0.78416474700000005;55456;0.691695375;936.37099999999998;Kecimen
69060;328.48886119999997;275.88886480000002;0.54278324700000002;72223;0.72702389700000003;1039.5509999999999;Kecimen
25387;225.62954099999999;144.618672;0.76757738600000003;26139;0.67814403199999995;619.07399999999996;Kecimen
66774;348.55797469999999;246.47625690000001;0.70708225300000005;69097;0.692446491;1003.374;Kecimen
47839;312.60132909999999;198.75129889999999;0.77185549600000003;50166;0.70277059600000003;868.06;Kecimen
78571;443.82229080000002;228.75761460000001;0.85693400200000003;81718;0.64219276199999997;1157.33;Kecimen
64717;342.57671049999999;245.7320369;0.69675916199999999;66649;0.66254095000000002;997.98900000000003;Kecimen
60462;373.34284630000002;208.1086262;0.83023091400000004;62213;0.66568311199999997;990.54700000000003;Kecimen
59370;345.94920489999998;221.92195670000001;0.767133811;61464;0.69748590200000005;981.51700000000005;Kecimen
54056;332.2676409;208.6190158;0.77832276199999995;55539;0.67455325899999996;912.15300000000002;Kecimen
89235;443.51593530000002;258.94673929999999;0.81186161499999998;91201;0.65519064299999996;1179.694;Kecimen
51727;321.12714219999998;208.76675750000001;0.75984332799999998;52913;0.751889645;903.30799999999999;Kecimen
71595;387.3096951;236.75118459999999;0.79142135700000005;74045;0.71853673200000001;1069.77;Kecimen
95347;451.52615420000001;280.22615339999999;0.78411149599999996;99256;0.67495611099999997;1255.2449999999999;Kecimen
60449;383.80024980000002;208.16878320000001;0.84012789499999996;64346;0.67634488000000004;1054.1980000000001;Kecimen
69006;379.31784620000002;241.8502909;0.77037363999999997;72895;0.69745300200000004;1086.857;Kecimen
68520;373.23563799999999;237.0415232;0.77243087399999999;70759;0.712858926;1049.0930000000001;Kecimen
52731;309.97728640000003;219.72535250000001;0.70536589000000005;54438;0.69587996200000002;894.48;Kecimen
50570;311.3447951;208.3178983;0.74318077999999999;51743;0.720863268;873.77700000000004;Kecimen
75825;391.2043013;248.50027119999999;0.77233234900000003;77437;0.74537000600000003;1081.3389999999999;Kecimen
42637;293.42958019999998;189.43215760000001;0.76369296900000005;44052;0.72511904800000004;814.18200000000002;Kecimen
76984;425.04818560000001;233.97344240000001;0.83485933899999998;78641;0.75875459499999998;1091.7539999999999;Kecimen
47851;323.15251890000002;191.6109615;0.80524457699999996;49187;0.77323702400000005;860.40200000000004;Kecimen
51220;328.6476055;202.50887539999999;0.78759871199999998;52903;0.69247096699999999;896.72799999999995;Kecimen
53890;331.08631969999999;216.57945580000001;0.75636656899999999;57109;0.70444444399999995;957.13199999999995;Kecimen
58650;346.33895819999998;219.68436489999999;0.77308329600000003;62380;0.660287081;991.61199999999997;Kecimen
98935;387.51693770000003;326.89872350000002;0.53701493300000003;100747;0.74042059599999999;1176.5999999999999;Kecimen
77587;396.80756630000002;251.94491980000001;0.77256989399999998;79970;0.70386464699999995;1100.836;Kecimen
180898;843.95665340000005;323.19056879999999;0.92377036400000001;221396;0.45418892900000002;2253.5569999999998;Kecimen
71266;390.707154;235.68680330000001;0.79756626100000005;73002;0.66062887000000003;1034.183;Kecimen
39457;267.55694060000002;188.7651659;0.708695988;40472;0.69757615399999995;755.822;Kecimen
35237;267.55377859999999;173.52510319999999;0.76116218300000005;37418;0.70683222300000004;750.90899999999999;Kecimen
49059;301.80039820000002;210.4672152;0.71670913199999997;50835;0.69860731399999998;867.58199999999999;Kecimen
53896;319.07202260000003;217.6957013;0.73109318499999998;55392;0.74594474899999996;889.62599999999998;Kecimen
56469;325.34142500000002;225.11502379999999;0.72196008199999995;58697;0.68573614400000005;933.89599999999996;Kecimen
85156;422.2791325;260.21062269999999;0.7875856;87057;0.70256088699999997;1140.684;Kecimen
67044;361.25537220000001;238.2264457;0.751756706;68626;0.75694350399999999;989.01599999999996;Kecimen
52243;331.45114690000003;206.75959879999999;0.78158310799999997;55774;0.71443418800000003;934.54700000000003;Kecimen
38968;269.40202069999998;185.72756820000001;0.72437445499999997;40147;0.73758328299999998;769.24199999999996;Kecimen
79661;360.0734473;282.73903159999998;0.61920928099999994;81032;0.77915688599999999;1045.6579999999999;Kecimen
59282;329.24256550000001;233.7746492;0.70416361599999999;60580;0.72592574499999996;920.57299999999998;Kecimen
48177;305.78450299999997;202.46619380000001;0.74939736999999995;49877;0.67764259100000002;860.548;Kecimen
74904;342.8963104;280.11556810000002;0.57676457000000003;75898;0.73174162799999998;1012.365;Kecimen
81581;424.27831459999999;245.50747380000001;0.81557793999999995;83143;0.76238225199999998;1114.7360000000001;Kecimen
57820;376.19117440000002;199.7971077;0.84730585599999997;59968;0.71478020099999995;978.85;Kecimen
57808;309.97165710000002;241.3665105;0.62743016200000001;58954;0.71034652200000004;911.85699999999997;Kecimen
55306;353.15460919999998;204.126836;0.816029801;57396;0.74399020699999996;973.25900000000001;Kecimen
59459;347.15515479999999;222.109478;0.76854238500000005;61585;0.70961928600000002;966.32899999999995;Kecimen
44247;319.79030820000003;178.64794309999999;0.829409642;45872;0.67763722100000001;842.12099999999998;Kecimen
48945;269.37041119999998;239.16216560000001;0.46012120899999998;51456;0.71124447800000001;872.28899999999999;Kecimen
68864;343.6762094;261.98843859999999;0.64720991999999999;71726;0.69834702400000004;1035.0219999999999;Kecimen
82826;396.7059122;269.76285510000002;0.73320548399999996;84981;0.74543474499999995;1115.8109999999999;Kecimen
65396;331.53844459999999;253.24296620000001;0.64540336399999998;66783;0.76482971600000005;975.42499999999995;Kecimen
81572;393.71617600000002;265.81461239999999;0.73768712800000003;84964;0.69827084399999995;1187.338;Kecimen
44367;322.50401859999999;176.7089727;0.83652551500000005;46531;0.732999603;883.97299999999996;Kecimen
51448;328.28956799999997;202.16036980000001;0.78790333099999998;52772;0.70480574299999998;877.79899999999998;Kecimen
50545;286.87133240000003;227.15971730000001;0.61071267699999998;51771;0.83545454500000005;847.66399999999999;Kecimen
94063;448.12109659999999;276.607844;0.78675815599999999;99085;0.70929381999999996;1259.451;Kecimen
84129;413.03455980000001;261.64308649999998;0.77377104900000004;86242;0.71383479699999997;1144.973;Kecimen
79735;410.99791929999998;250.22078740000001;0.793313932;83306;0.749044143;1154.54;Kecimen
90176;390.20734099999999;294.76223850000002;0.65526508999999999;91793;0.76254904599999995;1136.6690000000001;Kecimen
61492;356.42602160000001;224.163105;0.77747081200000001;65298;0.69084372500000002;1013.202;Kecimen
79532;367.52600580000001;277.22416190000001;0.65653210200000001;81603;0.73511415099999999;1075.271;Kecimen
69302;354.96366690000002;254.45277089999999;0.69723591900000004;71843;0.70115337899999997;1051.02;Kecimen
52266;320.44256139999999;213.85749960000001;0.74471583399999997;54116;0.68428908099999997;923.19;Kecimen
51180;288.6310651;226.6304906;0.61925376399999998;52396;0.73744272499999997;855.99699999999996;Kecimen
55787;333.7034529;226.95120789999999;0.73312077499999995;59520;0.68859237699999998;977.42499999999995;Kecimen
96064;411.20705340000001;303.2324524;0.67543409399999998;99609;0.73133112600000005;1223.904;Kecimen
54316;351.80526079999999;198.41751959999999;0.82577604500000001;55960;0.65589528100000005;930.62699999999995;Kecimen
70941;326.0111541;278.10265980000003;0.52183497700000003;72330;0.76010929000000005;993.05;Kecimen
55770;293.58066969999999;243.48063440000001;0.55873192900000002;57633;0.74016563099999999;900.10900000000004;Kecimen
47478;299.8185828;205.29609450000001;0.72879271000000001;48900;0.72091469500000005;861.17899999999997;Kecimen
88197;473.28669009999999;238.7384529;0.86345450599999996;90297;0.65845682900000002;1193.28;Kecimen
74728;355.31054899999998;270.74089729999997;0.64759603499999996;76287;0.76667692600000004;1048.675;Kecimen
70788;362.65077029999998;249.40372489999999;0.725972018;71954;0.74615790000000004;1003.769;Kecimen
48894;318.09891149999999;197.4955028;0.78391993800000004;50468;0.66381557499999999;875.17399999999998;Kecimen
52051;313.70326019999999;213.63173750000001;0.73228395700000004;53550;0.69505127700000002;893.45100000000002;Kecimen
53270;336.14888789999998;204.3070754;0.79409975200000005;55288;0.69369205099999998;922.01099999999997;Kecimen
57227;354.43108000000001;207.59498619999999;0.81051833299999998;59307;0.64998182699999996;953.49599999999998;Kecimen
97026;455.97159090000002;273.05380980000001;0.80086904400000003;99561;0.67120473199999997;1212.6669999999999;Kecimen
58495;368.73954250000003;205.75787120000001;0.82983874899999999;61496;0.630103195;998.43700000000001;Kecimen
53758;359.53161249999999;193.4008772;0.84299299500000002;57197;0.71029543900000003;965.06799999999998;Kecimen
110616;461.14455320000002;306.89906500000001;0.74638360999999998;112150;0.75239766600000002;1252.875;Kecimen
49175;281.43142139999998;224.48589630000001;0.60311063899999995;50672;0.72761304500000001;845.12800000000004;Kecimen
53698;348.22323130000001;197.7528973;0.82310365200000002;56089;0.73134125100000003;938.70500000000004;Kecimen
73125;408.94077299999998;231.2190014;0.82481033400000003;75540;0.65651260499999997;1096.751;Kecimen
50445;308.3589121;208.85524520000001;0.73569573799999999;51555;0.72322580599999997;851.63199999999995;Kecimen
46742;303.55520289999998;199.44593269999999;0.75386139299999999;48077;0.70526283999999995;847.79200000000003;Kecimen
69317;393.39899659999998;228.722883;0.81361658800000003;72170;0.66167430299999996;1066.3879999999999;Kecimen
75314;392.65155820000001;246.07567209999999;0.779258691;77118;0.70471217900000005;1073.768;Kecimen
54428;339.11474920000001;206.64582619999999;0.79288719399999996;56175;0.72339181299999999;922.87800000000004;Kecimen
39509;286.23156269999998;180.43736029999999;0.77627902699999995;41446;0.72297247799999997;790.53099999999995;Kecimen
66568;342.25036110000002;249.5505;0.68435811700000004;68078;0.75991735100000002;993.45500000000004;Kecimen
45264;290.5883604;203.31914219999999;0.71445542799999995;48142;0.65691396700000004;879.83199999999999;Kecimen
57980;336.31288799999999;222.60976579999999;0.74958095000000002;59311;0.77729515199999999;925.79499999999996;Kecimen
75114;368.730119;262.47447219999998;0.70234819500000001;77454;0.74091536800000002;1051.2660000000001;Kecimen
78991;362.64086950000001;279.09084009999998;0.63851823699999999;80355;0.70889722499999996;1071.385;Kecimen
76253;364.22556959999997;269.51679150000001;0.67263746700000004;78443;0.72428761399999997;1070.0530000000001;Kecimen
83229;423.84437400000002;253.80907099999999;0.80087908500000005;86345;0.65349403299999997;1153.434;Kecimen
45962;251.13338440000001;235.36807569999999;0.34872964200000001;47173;0.74228036200000003;810.19500000000005;Kecimen
57766;344.737416;215.10978449999999;0.78143907999999995;59834;0.73758267600000005;950.721;Kecimen
39669;252.748198;202.2643597;0.59965271899999995;41860;0.66303966299999995;791.46400000000006;Kecimen
41050;316.84163599999999;167.32833439999999;0.849173815;42965;0.64118584199999995;846.83299999999997;Kecimen
47771;311.52498709999998;197.09084899999999;0.77442587299999999;49237;0.68340939300000003;857.77599999999995;Kecimen
53389;301.84589799999998;228.51669949999999;0.653340582;55158;0.715746997;906.66600000000005;Kecimen
73319;392.36266560000001;239.1884853;0.79270093699999999;75653;0.70956846600000001;1075.279;Kecimen
91831;463.3578718;257.95112769999997;0.830713904;95560;0.71037038200000002;1252.7619999999999;Kecimen
71452;397.96142659999998;239.7987804;0.79806762099999995;73864;0.75183349600000005;1101.502;Kecimen
59970;353.00162490000002;219.68294180000001;0.78275624799999999;61834;0.75582274699999996;978.63099999999997;Kecimen
51683;325.23986780000001;208.91482450000001;0.76641917100000001;54510;0.72844256500000004;928.21699999999998;Kecimen
41283;268.12536060000002;199.63540130000001;0.66755561699999999;42505;0.73238362199999996;798.51499999999999;Kecimen
92735;436.985567;271.57878470000003;0.78342822300000003;94693;0.704122154;1183.4469999999999;Kecimen
44627;297.25932280000001;194.76027769999999;0.75546722499999996;46921;0.67518458000000003;848.48699999999997;Kecimen
84260;411.39736390000002;262.9740989;0.76902255600000002;85978;0.68678273300000003;1157.001;Kecimen
59076;350.48719540000002;216.67932390000001;0.78600257299999998;61643;0.64549825199999999;988.27300000000002;Kecimen
58741;345.4854484;222.3818455;0.76529530700000004;60701;0.71481941199999999;948.23299999999995;Kecimen
68627;411.88852359999998;216.89399990000001;0.85012296300000001;70932;0.73824225499999996;1097.2919999999999;Kecimen
51941;349.22616950000003;191.8173343;0.83564893799999995;53893;0.70899535899999999;912.25900000000001;Kecimen
77161;394.27839169999999;253.21136000000001;0.76652484700000001;82746;0.67190003499999995;1127.4090000000001;Kecimen
85105;382.28999160000001;288.75840720000002;0.65533466200000001;88056;0.77694498700000003;1139.4459999999999;Kecimen
52508;297.6969009;226.2519485;0.64991402300000001;53588;0.75616359399999999;862.77800000000002;Kecimen
39941;251.84773580000001;208.4681478;0.56109014499999998;41594;0.70757157000000004;777.66300000000001;Kecimen
48693;306.57390679999997;204.28062120000001;0.74565339399999997;50298;0.74012767899999998;848.42200000000003;Kecimen
87858;441.22408799999999;255.66222540000001;0.81501596300000001;90905;0.70872658600000005;1176.287;Kecimen
67718;373.92409839999999;233.23320509999999;0.78162807499999998;71102;0.73699447100000004;1024.9929999999999;Kecimen
63968;333.01242130000003;247.8885463;0.66775370999999994;65403;0.75699983400000004;953.44500000000005;Kecimen
43461;333.7059198;169.30953339999999;0.861733321;45669;0.67793411100000001;867.44600000000003;Kecimen
81546;381.34865430000002;273.8100991;0.69603832700000001;82807;0.71171973200000005;1057.4480000000001;Kecimen
43563;296.52216090000002;188.1957136;0.77277775299999996;45174;0.69628386499999995;817.41;Kecimen
36145;280.75765269999999;166.5935504;0.80492883400000004;37401;0.812265444;747.16099999999994;Kecimen
57741;316.4840294;234.28362910000001;0.67230970700000003;58976;0.71271106900000003;906.82899999999995;Kecimen
69024;372.82198670000002;237.65981830000001;0.77048186500000004;70649;0.72104295500000004;1015.771;Kecimen
78982;421.16184850000002;241.6404129;0.81903247800000001;81442;0.75343654900000001;1102.423;Kecimen
78240;401.93008750000001;249.8313709;0.78335134699999998;79677;0.75799263699999997;1059.644;Kecimen
87036;384.96990310000001;289.4539006;0.65929189399999999;88336;0.72789616300000004;1094.5899999999999;Kecimen
37569;232.42784750000001;208.1520065;0.44495009000000002;38874;0.79437137899999999;734.10199999999998;Kecimen
79748;441.93429250000003;231.7175312;0.85151776499999998;81718;0.73844843199999999;1120.963;Kecimen
44156;307.70698220000003;186.09242359999999;0.79639901499999999;45285;0.63360596899999999;820.71400000000006;Kecimen
87302;392.91011680000003;284.17906770000002;0.69056810499999999;89605;0.73824584000000004;1122.1600000000001;Kecimen
69312;373.80310530000003;237.1945766;0.77288661000000003;70719;0.70615563299999995;1001.236;Kecimen
86545;350.1278744;315.71952049999999;0.43230734500000001;87512;0.78588681800000004;1070.0619999999999;Kecimen
59729;337.04347530000001;231.8092351;0.725926293;62511;0.683711081;966.43799999999999;Kecimen
59822;336.58406960000002;227.94953910000001;0.73575850300000001;60648;0.70028680099999996;916.04399999999998;Kecimen
63452;334.84598829999999;243.23648059999999;0.68725842699999995;64925;0.73531729499999998;945.52300000000002;Kecimen
61996;333.74763960000001;243.540245;0.68375275400000002;63641;0.67313789400000001;958.62699999999995;Kecimen
74763;391.227169;245.54202029999999;0.77851978600000005;77508;0.68611309899999995;1063.377;Kecimen
73193;401.07230199999998;235.8289934;0.808863683;75563;0.74011567899999997;1050.9090000000001;Kecimen
66508;344.90452010000001;249.08978210000001;0.691685086;69240;0.70301467200000001;1001.7140000000001;Kecimen
74849;379.92502580000001;252.61711779999999;0.74692074600000002;76154;0.73539265700000001;1040.788;Kecimen
38585;274.44507829999998;180.95755919999999;0.75182911799999996;39926;0.69659330900000005;762.43899999999996;Kecimen
61377;339.7334965;234.0242375;0.72490721400000002;64027;0.70561252600000002;975.553;Kecimen
39547;259.42262529999999;198.46553119999999;0.64399720599999999;40765;0.73338402199999997;763.97900000000004;Kecimen
49998;301.78070709999997;212.326943;0.71061581900000004;50857;0.77929486599999997;834.32799999999997;Kecimen
49063;294.74828680000002;217.91310899999999;0.67335496800000005;50732;0.65881136500000004;869.79499999999996;Kecimen
46961;343.78852769999997;177.1367946;0.85704035499999998;48476;0.61463255000000006;891.52800000000002;Kecimen
57271;372.69912360000001;196.97613509999999;0.84892553699999995;58786;0.76915122199999997;949.93600000000004;Kecimen
58909;347.3439411;218.12279050000001;0.77823472199999999;60379;0.70425717600000004;944.87900000000002;Kecimen
51336;321.88443819999998;206.1461473;0.76801215099999998;53944;0.74260089699999998;898.54600000000005;Kecimen
62422;324.55696130000001;247.70786699999999;0.64614051800000005;64021;0.71606212899999999;947.54100000000005;Kecimen
48447;331.0510122;189.9172045;0.81907981500000004;49996;0.62561500000000003;883.04399999999998;Kecimen
64364;376.66247010000001;221.65510090000001;0.80851801499999998;67510;0.65474446600000002;1057.8969999999999;Kecimen
72915;414.71807269999999;229.55576980000001;0.832834246;76912;0.679771405;1131.096;Kecimen
49414;290.458237;219.41824349999999;0.65523977;51029;0.71103372899999995;869.18799999999999;Kecimen
45723;291.1972864;203.02022070000001;0.71688511099999996;48658;0.64882928900000003;875.76400000000001;Kecimen
64988;371.35362750000002;226.90993409999999;0.79160385;67847;0.67011754999999995;1048.1859999999999;Kecimen
56709;293.40849800000001;247.71659579999999;0.53591482099999999;58143;0.77828557300000001;904.50800000000004;Kecimen
93559;438.63435349999997;275.58297349999998;0.77799138499999998;95750;0.68706993400000005;1198.259;Kecimen
81916;398.32655299999999;265.41810850000002;0.74565433999999997;85615;0.66307268900000005;1113.144;Kecimen
79274;406.97622580000001;255.21782709999999;0.77893275299999998;81976;0.70838545900000005;1110.3779999999999;Kecimen
88724;446.43045569999998;260.37875409999998;0.81229561400000005;92630;0.656529107;1216.5350000000001;Kecimen
65469;374.46623119999998;227.5389974;0.79421598400000004;68018;0.71443849100000001;1020.029;Kecimen
75799;340.98270930000001;289.15046999999998;0.53000968100000001;79230;0.74110032400000003;1065.191;Kecimen
76741;383.98216309999998;258.1339883;0.74031953100000003;79198;0.74520295199999997;1056.74;Kecimen
54219;344.2908319;204.4966891;0.80449091399999995;56526;0.68849523800000001;931.43;Kecimen
52693;283.50423869999997;242.11395440000001;0.52026527899999997;54860;0.73774921599999999;895.745;Kecimen
84539;441.52889019999998;248.3743168;0.826775225;87728;0.68757726600000002;1169.9829999999999;Kecimen
34559;264.51516750000002;168.9830565;0.76933903599999998;36516;0.664187423;750.36500000000001;Kecimen
49715;302.34739059999998;213.36451109999999;0.70851749799999997;52250;0.65010722899999995;877.43;Kecimen
39716;243.0382802;210.11405690000001;0.50257999499999995;40598;0.77943283299999999;737.46799999999996;Kecimen
46845;264.9672544;225.842499;0.52298617000000003;47739;0.759090614;799.99099999999999;Kecimen
52547;358.36571909999998;189.2067438;0.84926233600000001;54649;0.70340276300000004;929.471;Kecimen
41593;310.6748925;178.3232873;0.818864551;44753;0.57266969599999995;870.06299999999999;Kecimen
44460;294.62413199999997;197.55657740000001;0.741875489;47486;0.64742544300000004;849.22500000000002;Kecimen
51145;317.34823749999998;211.02559170000001;0.74687418100000003;53531;0.71005136700000004;895.04;Kecimen
43345;323.85921389999999;175.18574459999999;0.84106646399999996;46785;0.64927575299999996;877.02;Kecimen
53987;331.35065859999997;213.16744560000001;0.76558994400000002;56076;0.673221768;931.11699999999996;Kecimen
59514;368.63790929999999;209.1269246;0.82351375199999999;61469;0.75515797500000004;968.36;Kecimen
85739;380.37037850000002;288.2561589;0.65245183100000004;87052;0.76215154299999999;1094.576;Kecimen
56096;313.3863101;232.28243990000001;0.67128247600000002;58701;0.71176978099999999;929.11500000000001;Kecimen
46120;300.09715840000001;201.20631359999999;0.74193612399999997;49996;0.62897198799999998;907.02499999999998;Kecimen
57676;333.97004989999999;222.27445660000001;0.74635142399999999;58991;0.68866865700000002;926.255;Kecimen
62064;352.36867039999998;227.86414439999999;0.76277495500000003;64811;0.65056603800000001;1004.245;Kecimen
50274;305.39725579999998;212.27344719999999;0.71893897500000004;52016;0.68750769199999995;868.95100000000002;Kecimen
77225;362.13734579999999;277.0098428;0.64411301499999996;80872;0.73248347199999997;1110.44;Kecimen
45598;259.89626509999999;225.6562198;0.496118267;47266;0.74128625299999995;813.27599999999995;Kecimen
38545;283.98753900000003;175.42051470000001;0.78640992399999998;39765;0.76043639500000004;770.59;Kecimen
39439;246.7636115;212.63539299999999;0.50742366299999997;42795;0.646827284;793.005;Kecimen
74109;416.71271710000002;230.5595405;0.83299418199999997;78032;0.70645936200000004;1095.0550000000001;Kecimen
41755;296.78837609999999;184.19137720000001;0.78411528100000005;43362;0.69133083900000003;804.55899999999997;Kecimen
61463;369.39974549999999;213.6196205;0.81583234999999998;63117;0.78677675400000002;966.49300000000005;Kecimen
43743;300.90633500000001;185.85123179999999;0.78646240700000003;44836;0.67008272099999999;802.26099999999997;Kecimen
73499;346.05108239999998;275.51390730000003;0.60507901500000005;76355;0.73124602000000005;1050.0119999999999;Kecimen
40403;289.25931639999999;179.22338339999999;0.78492233700000003;41209;0.72220434700000002;761.94899999999996;Kecimen
62343;348.2887882;232.82004040000001;0.74374056700000002;63897;0.70562069900000002;979.447;Kecimen
46008;296.87928419999997;212.0277194;0.69995359400000001;48762;0.69527897000000005;860.58;Kecimen
43495;271.6466724;205.1640687;0.65542444600000005;44535;0.75402191200000002;785.84299999999996;Kecimen
50649;327.11099480000001;199.54091969999999;0.79239385200000001;52462;0.76629448099999997;875.26700000000005;Kecimen
61235;349.02641290000003;226.8031;0.76009117800000003;63504;0.71872065699999999;974.07899999999995;Kecimen
78883;395.10009710000003;256.96496589999998;0.75960952500000001;80973;0.67844671899999998;1092.7090000000001;Kecimen
58734;367.48394619999999;205.02108029999999;0.82990491300000002;59845;0.75747688300000005;945.19100000000003;Kecimen
68253;388.45472289999998;224.73169089999999;0.81566296800000004;70347;0.746130132;1042.2570000000001;Kecimen
62401;394.39750049999998;203.13868679999999;0.85715365399999999;64722;0.74008491899999995;1004.349;Kecimen
73046;397.33816359999997;234.82824059999999;0.80666900100000005;74242;0.69065088299999999;1037.3989999999999;Kecimen
